,Latitude,Longitude,City,Temperature,Humidity,Cloudiness,Wind_Speed,Real_Latitude,Rel_longitude
0,173,-84,pevek,-19.68,91.0,50.0,2.8,69.7008,69.7008
1,22,31,faya,14.5,44.0,0.0,2.06,18.3851,18.3851
2,152,-36,chokurdakh,-15.1,91.0,97.0,0.71,70.6333,70.6333
4,20,24,faya,14.5,44.0,0.0,2.06,18.3851,18.3851
5,-142,39,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
7,127,29,tiksi,-17.61,95.0,100.0,3.08,71.6872,71.6872
9,90,11,dikson,-30.39,95.0,7.0,1.64,73.5069,73.5069
10,169,-47,pevek,-19.68,91.0,50.0,2.8,69.7008,69.7008
11,-101,34,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
12,-98,73,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
13,-40,51,cidreira,19.35,76.0,13.0,4.51,-30.1811,-30.1811
14,-20,-18,georgetown,29.61,79.0,20.0,0.51,5.4112,5.4112
15,19,77,faya,14.5,44.0,0.0,2.06,18.3851,18.3851
16,-162,-2,mataura,15.56,78.0,77.0,4.47,-46.1927,-46.1927
17,-123,56,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
18,-153,58,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
19,-128,0,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
20,-56,3,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
21,-12,-43,georgetown,29.48,79.0,20.0,0.51,5.4112,5.4112
22,3,-51,cotonou,28.0,89.0,20.0,4.63,6.3654,6.3654
23,-86,83,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
24,-143,38,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
25,111,43,saskylakh,-27.81,98.0,100.0,4.04,71.9167,71.9167
26,-99,66,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
27,121,76,saskylakh,-27.81,98.0,100.0,4.04,71.9167,71.9167
28,-66,-17,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
29,-72,-22,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
30,-4,89,axim,25.93,87.0,89.0,3.3,4.8699,4.8699
31,-127,-70,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
32,54,8,priyutovo,-4.91,96.0,97.0,4.46,53.9,53.9
33,9,-78,lafia,26.71,17.0,8.0,0.82,8.4833,8.4833
34,149,24,chokurdakh,-15.1,91.0,97.0,0.71,70.6333,70.6333
35,-161,34,mataura,15.56,81.0,77.0,3.58,-46.1927,-46.1927
36,-92,3,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
37,-8,45,georgetown,29.74,79.0,20.0,0.51,5.4112,5.4112
38,2,62,anloga,28.0,89.0,20.0,4.12,5.7947,5.7947
40,27,-56,matay,11.7,78.0,0.0,3.26,28.419,28.419
41,116,-50,saskylakh,-27.81,98.0,100.0,4.04,71.9167,71.9167
42,-5,-6,tabou,25.46,89.0,90.0,2.84,4.423,4.423
43,156,-51,chokurdakh,-15.1,91.0,97.0,0.71,70.6333,70.6333
44,-7,-47,georgetown,29.74,79.0,20.0,0.51,5.4112,5.4112
45,-108,29,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
46,-96,22,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
47,-174,22,mataura,15.56,81.0,77.0,3.58,-46.1927,-46.1927
48,171,-7,pevek,-19.68,91.0,50.0,2.8,69.7008,69.7008
49,32,3,damietta,14.0,72.0,0.0,4.63,31.4165,31.4165
50,-164,37,mataura,15.56,81.0,77.0,3.58,-46.1927,-46.1927
51,-81,-26,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
52,29,24,matay,11.7,78.0,0.0,3.26,28.419,28.419
53,-105,57,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
54,-36,27,arraial do cabo,23.57,86.0,53.0,3.97,-22.9661,-22.9661
55,160,-20,chokurdakh,-15.1,91.0,97.0,0.71,70.6333,70.6333
56,-140,41,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
57,17,-67,faya,14.5,44.0,0.0,2.06,18.3851,18.3851
58,39,-6,tunceli,0.35,80.0,0.0,1.54,39.1083,39.1083
59,132,49,tiksi,-17.61,95.0,100.0,3.08,71.6872,71.6872
60,104,85,khatanga,-30.45,96.0,88.0,3.87,71.9667,71.9667
61,128,53,tiksi,-17.61,95.0,100.0,3.08,71.6872,71.6872
62,1,-4,mumford,26.24,89.0,79.0,4.22,5.2618,5.2618
63,-118,26,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
64,-170,75,mataura,15.56,81.0,77.0,3.58,-46.1927,-46.1927
65,47,-11,yenotayevka,0.56,99.0,0.0,3.66,47.2456,47.2456
66,130,8,tiksi,-17.61,95.0,100.0,3.08,71.6872,71.6872
67,97,61,khatanga,-30.45,96.0,88.0,3.87,71.9667,71.9667
68,81,0,dikson,-30.39,95.0,7.0,1.64,73.5069,73.5069
69,-133,64,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
70,83,67,dikson,-30.39,95.0,7.0,1.64,73.5069,73.5069
71,-6,17,georgetown,29.74,79.0,20.0,0.51,5.4112,5.4112
72,129,86,tiksi,-17.61,95.0,100.0,3.08,71.6872,71.6872
73,93,86,khatanga,-30.45,96.0,88.0,3.87,71.9667,71.9667
74,73,59,yar-sale,-19.28,83.0,99.0,7.25,66.8333,66.8333
75,-76,-33,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
76,-150,69,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
77,-3,32,axim,25.93,87.0,89.0,3.3,4.8699,4.8699
79,-32,-26,arraial do cabo,23.57,86.0,53.0,3.97,-22.9661,-22.9661
81,25,24,jalu,12.27,69.0,4.0,4.3,29.0331,29.0331
82,-50,-51,mar del plata,14.23,93.0,40.0,3.86,-38.0023,-38.0023
83,93,71,khatanga,-30.45,96.0,88.0,3.87,71.9667,71.9667
84,5,6,warri,25.59,88.0,12.0,1.57,5.5167,5.5167
85,27,51,matay,11.7,78.0,0.0,3.26,28.419,28.419
86,-165,18,mataura,15.56,81.0,77.0,3.58,-46.1927,-46.1927
87,-3,10,axim,25.93,87.0,89.0,3.3,4.8699,4.8699
88,-84,-67,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
89,-112,-32,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
90,-4,-18,axim,25.93,87.0,89.0,3.3,4.8699,4.8699
91,-142,-21,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
92,-63,-89,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
93,-176,-15,vaini,30.0,79.0,20.0,3.09,-21.2,-21.2
94,-140,32,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
95,-177,-47,vaini,30.0,79.0,20.0,3.09,-21.2,-21.2
96,47,-72,yenotayevka,0.56,99.0,0.0,3.66,47.2456,47.2456
97,-82,-47,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
98,-119,-41,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
99,-150,14,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
100,-37,69,laguna,22.39,15.0,1.0,7.2,38.421,38.421
101,129,70,tiksi,-17.61,95.0,100.0,3.08,71.6872,71.6872
102,-88,51,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
103,154,-73,chokurdakh,-15.1,91.0,97.0,0.71,70.6333,70.6333
104,14,-88,mao,11.0,100.0,0.0,3.6,39.8885,39.8885
105,73,-65,yar-sale,-19.28,83.0,99.0,7.25,66.8333,66.8333
106,123,16,tiksi,-17.61,95.0,100.0,3.08,71.6872,71.6872
107,-35,-12,arraial do cabo,23.57,86.0,53.0,3.97,-22.9661,-22.9661
108,107,26,khatanga,-30.45,96.0,88.0,3.87,71.9667,71.9667
109,169,-9,pevek,-19.68,91.0,50.0,2.8,69.7008,69.7008
110,-122,2,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
112,-61,15,ushuaia,5.0,70.0,0.0,4.63,-54.8,-54.8
113,-44,77,chuy,16.15,75.0,0.0,3.04,-33.6971,-33.6971
114,18,-85,faya,14.5,44.0,0.0,2.06,18.3851,18.3851
115,77,-31,dikson,-30.39,95.0,7.0,1.64,73.5069,73.5069
116,-137,-46,punta arenas,2.0,93.0,0.0,2.06,-53.15,-53.15
